35,"I have been using 1+ Nord 2t from few days and here is my experience,
Front and rear camera both are up to the mark, potrait picture from back camera is average. Processor is tremendous phone working very fast and smoothly. Battery life quite satisfied, can last longer up to a day with all activities like gaming, net surfing, watching videos. Over all it's fantastic phone in this price segment."
36,Phone is good as it cover all the features in low price due to which there is less number of speakers at the upside and downside there no bass in speakers.
37,"Phone has good specification, further need to work on battery life..."
38,Overall good
39,"Thanks Amazon & thanks 1+, nice product nord2t, Haig camera & prosser speed good looking handset thanks 1+"
40,All good except batter life span..
41,Look fantastic screen refresh rate actually high but battery ?? discharge fast when mobile data is on.??
42,Camera quality is awesome. Battery life is poor. Over all good Mobile in OnePlus Nord series
43,"Build quality is nice so feels premium in hand.
Camera is also very good. Although I am not much into megapixels and pro usage but it takes great pictures.
Front camera is also great.
Battery ?? backup is 3.5/5 but it charges from 10% to 100% within 30 mins so that kind of evens things out. Somedays I need to charge the device twice a day. I am always using social media like alwayyyyyys even when I am working ????
Screen quality is also pretty good.
What else is left?
Speakers? Loud enough and nice.
No 3.5 mm jack but nobody cares...Or do you?
Call recording notification is there ???? Buy a samsung if that's a major concern for you."
44,Poor battery backup
45,
46,"Battery life poor camera quality good and phone lags inspite of dimensity 1300
Nord 2 is better"
47,"Very good, chages very fast and good battery backup as well"
48,Good performance
49,"Phone camera quality is a winner both rear and selfie, phone sound quality is awesome. Phones battery life is one day on medium use, which is little less than expectation, thankfully the charging is superfast. Overall the phone meets the expectation with which I have bought it. Its a good buy!!"
50,
51,"Mobile was awesome but the amazon not giving instant money back ,how we should buy this plz soleve it"
52,"Performance is good
Camera the worst every picture you click comes with a brick red/light pinkish Output"
53,Front camera thoda acha hoga tha or battery or ho skti thi
54,"fingerprint reader is excellent
battery life is average
camera quality is best in this price-rate"
55,It's nice
56,"Pro's:
1.display crisp
2.front camera excellent back camera not up to mark
3.compact design
Con's
1.battery drain fast"
57,"Very good mobile competitor with iqoo Neo 6 and Vivo V25 pro and poco F4...Back camera Excellent
Front camera like white facial mask..not natural color.."
58,"Rear cam is not up to the mark, rest all superb and working smooth"
59,
60,"Battery backup is low..not up to the mark...after usage of OnePlus real me is most user friendly, i am using real me 5pro fron the last 3years."
61,"Good product. But if we see Realme, oppo are softwares are same. One names are different. One plus retaining the no 1 brand should change the software giving a best dyamic look."
62,Phone comes along with bundles of features. Camera picture quality couldn't meet my expectations... So 3* for camera...
63,
64,I owned a One Plus 2 long ago which lasted several years without any issues. I purchased the Nord series thinking that it would be equally good and economical solution. I feel the Nord is a cheaper alternative which is inferior to the original equipment. Camera quality is not that great.
65,V g photo & vedio
66,It's defect product what I received from online when I try ro return it back no response....
67,Nice
68,Great product. Good smartphone.
69,All good but battery life shik charge pe charge krte rho I don't like OnePlus lithium battery
70,"Overall the phone is good.Look & colour is very good.Camera quality is good.charging is very fast, But some heating problem is also when it is in charging condition.Battery drainage is also fast as compared to another mobiles .Sound quality is not good when phone is in speaker mode on the call duration.In music sound is best.And one last the phone is feel heavy."
71,Nord 2t is just awesome to use... Battery backup is just superb....n even camera also...overall it's best to buy this base price...??
72," Only concern is the battery life, it provides 4-5hours backup with normal usage. But good thing is it can be fully charged within 35mins.

Camera is good both rear and front.

Attached are 1 slo-mo and 1 potrait picture."
73,"I will rate 8/10 considering the price Rs 27500. It must have included things like IP68 RATING, Improved camera performance, battery performance,.
Otherwise overall it's a good Phone."
74,Best OnePlus phone for under 30k
75,"Phone is good
But battery life is worst"
76,"Mobile looking much beautiful but very very bad in battery backup.....100% battery can't survive whole day in a general use without ply game ......
Don't buy"
77,Product looking good but camera quality is very low and charging heating problem accur
78,Battery life not up to the mark. Heating problem.
79,"Back camera could be better.
Macro camara should be include."
80,Value for Money ...
81,Mobile is good. But battery discharged very fastly.
82,Phone heating issue
83,"Camera is good & gesture is fast too.
Battery is really drains fast, so that is an issue.
Over all phone is nice."
84,Battery charges in 30 mins and life is good like stays for 2 days . Camera is good but not greater than 6T
85,I like this
86,Awesome
87,
88,Price is more high
89,Front camera poor quality battery life is week it's nt going one day small screen
90,Product is good..
91,
92,Phone is ok but camera quality not meet as per expectation and rest of the things are good.
93,"Good Camera, Battery Backup also good"
94,"Play Video
 Just awesome phone!!! I definitely suggest you to buy this phone and I am sure it is worth buying in 2022. Add in the gaming capability and the More than enough for what you need. Camera quality is good. Battery is also good time performance. Not over colour output like from Samsung phones. enough to tell you the features available but not bloated with wares you don't need.
Hope this helps to you to buy
Thank you!"
95,"Video quality aur accha ho sakta tha
Ar display quality v aur accha ho sakta tha"
96,Awesome
97,Good.....
98,Camera is suberb at this range must go
99,All the Best
100,Overall good package
101,Nice phone but oxygen os is now similar like colour OS and camera needs improvement as it is not detecting accurate colour of the image otherwise performance is better than other Android phone
102,Phone is very good but Battery backup is very poor. One plus need to fix it.
103,Nice product
104,Good product
105,Camera is not upto the mark. Even lower budget phones have better cameras than Nord 2t.
106,Battery charging very fast...but also drain with same speed...Camera quality is just ok...rest all experience is good after usage of 3 weeks....phone looks premium...and very handy....
107,Superb mobile
108,"Battery life is poor,and camera quality is excellent.."
109,performance is fine without any major glitch. But battery backup and camera quality negative points of this product.
110,Battery average
111,"Good all around phone . Sold my s22 ultra to buy the nothing phone 1 as well as the one plus Nord 2t , but thinking of using the extra cash for something else as this phone suits my needs . Just facing an issue with the auto brightness otherwise there is no heating nothing at all.
Perfect for everyday use and I'm not much of a gamer so can't comment on that.
Cameras are decent , coming from the s22 ultra (there is no comparision) but this phone clicks decent pictures.
Will update after a month if I'm facing any issues at all ..!!"
112,Good sleepy phone. Oxygen OS and 80 watt charger. Good tactile typing.
113,
114,"Good mid level phone, value for money"
115,Good phone. Smooth performance for day to day life. Battery life is best.
116,Nice Product. Must Buy it.
117,"Last 25 days I am using one plus Nord 2T, my first phone one plus device, it's awesome phone do not compare other brand to one plus because price wise little bit costly but it worthable mobile for that price , only the thing is battery back up it is drained fastly, but 80wattts supervocc charger it will charge Up to 25 minutes 0 to 100 it's really awesome ?? even Samsung and oppo they never ever given fast charging , other all Ihave to give 5 star this device , and even sound quality is very good for music lovers, must buy if really like one plus device"
118,Nice Gadgets. Satisfied after 3 days Use.
119,Good
120,"Looks- 5/5
Processor -4.5/5
Charging-5/5
Only 30 minute to charge
Camera-3.5/5
Battery-2/5
It's totally fantastic if you get it below 25k otherwise it's costly"
121,All over good
122,"Fingerprint reader best, better is not so best it's average camera good"
123,All Rounder But Little Disappointed with Battery Optimisation
124,"If you are looking for a 'good-for-everything, and not the best in specific arena' phone, this is it. Well balanced in performance vs price and reliable in all aspects, won't let you down."
125,Overall good phone..i like it...
126,"The phone is nice , but not good enough for its value.
The os syttem is clean ,fast refresh rate , even regular ussage at 90z doesn't allow to spent whole day , as battery drops very fast, high drainage of battery,
And damm i was not expecting cameras and pics quality to be so poor for the price range,
Although it gives premium quality feel, but not on gaming aspects, moment u starts playing it reaches instantly upto 40°c which reduces gaming experience, and damm i regret choosing MTK processor phone."
127,"Looks very nice,
feel premium ,
comfortable to hold in hand ,
wonderful bettery backup last for a day in normal uses.
Camera quality is also good.
Haptics are very good.
Overall nice Mobile to buy in this price range."
128,
129,Its ok phone at this price. For Day to Day use its perfect. Go for it.
130,A good product
131,"Things to consider if u r looking for it

1. 90hz is very smooth in this phone - except Youtube - in every app you will see highr refresh rate UNLIKE iqoo where you will not see higher refresh rate anywhere except homescreen .

2. heating issue - due to glass back every machine heats up - i have ip 11 and comparing to that this heats like NOTHING - so no heating ISSUES per se

3. I think proximity sensor is not accurate but only sometimes , and also it feels like sometimes sound from earpiece is a little less

4. games work like charm - although it is not for gamers - but it does a great job if you play for 2-3 hours daily

5. Front camera feels like 2 MP when taking the shot - but is actually a very capable camera sensor is provided - if you use Gcam just for front - you will see that the selfies are litreally like PIXEL 6 Pro ( I know this is a big claim ) and back main sensor is LEGIT OP !

6. Haptic feedback in my phone is really charming - very good - you will surely feel like holding a really premium phone for sure

7. Ofcourse one of my main reason to buy this phone was good OS and built quality and despite bad OxygenOS reputation - It in reality is way too good than its competitors.

Be wise with your purchase DONT go blindly by the specs . thanks ."
132,Phone is heating more
133,
134,Phone is good but software is too bad.
135,
136,Nice Camera
137,Good
138,The phone is amazing but the delivery was too late i have to wait a lot and the offers were also not that good
139,I found its touch not as smooth as what One Plus is known for but overall a great phone.
140,Do phone comes without seal..?
141,Camera quality good and battery life average
142,OnePlus brand always standout with there quality. One of the best phone under 30k. Battery life could have been better. Camera is good. Very sturdy build.
143,Overall good.
144,"The phone is really handy it gives a premium feel in hand and is really good for people who has a normal usage of phone which will last for a days use.
If you are a gamer with heavy usage of phone the phones battery life might not last long enough for a day as battery draining is found a little faster.
Camera quality is great, phone is fast no excessive heating issues were found."
145,phone is ok but delivery man is not good
146,"I have been using this device for two weeks..overall good...battery capacity is excellent..design ,color,sound quality is very good. The minus point is Mute option in status bar removed..camera is good.one plus should definately work on screen brightness cause it's low compared to other devices. Processor is very good. A little bit high prize. And this device deserves 120 hz at this price range."
147,Good product
148,
149,"Pros:
1) charging:
80w fast charging
2) OS:
OnePlus feel with the oxygen OS which might change as color os in the future????
3) Audio:
The speakers are pretty good and loud

Cons:
1) front camera:
Just to let you know the front 32mp camera is the worst I have ever seen it brings the red tan on our face which is not good to look at.
2)processor:
The processor dimensity 1300 is pretty bad when compared to snapdragon 870 which is provided by its competitors like iqoo Neo 6, poco F4 etc.
3)Battery:
It does provide a 80w fast charging but the 4500mah battery lets you drain the battery faster as well.
4)Display:
It only provides 90hz refresh rate and at this price point it should have been 120hz.

The only reason someone would buy this is because of the name OnePlus but I think the competitors like iqoo neo6 and poco F4 are much better in terms of value"
150,"I think ifany phone except ""Iphone"" people will not be satisfied with the performance. I believe it's how you use it and in case you come across any problem just get it checked through service center. No phone reviews will give you all the happy customers. If your budget suits then go ahead as for me this phone is good. You can try your luck??"
151,Everything is superb in all departments except battery backup it's quite disappointed
152,"Play Video
 Battery backup not work properly"
153,battery ?? discharged very soon
154,After almost a month I can see everything looks good but the battery life.
155,"Battery - 4/5
Pictures - Outside 3.5/5, Inside 3/5
UI - 3.5/5 (Fluent and lag free, but feels like outdated/old)
Audio - 4.5/5 (Great audio, can have bit more refinement at higher levels)
RAM Management - 4/5 (Till now its fine, not verified on heavy usage)

Value for money - 3/5 (Should have been priced around 22-24k instead of 34k)"
156,
157,"I like The Operating System
IF you are the one who buys phone for smoothnes and Fast Speed U can Buy It
Gamers may be feel disappointment With this Device"
158,
159,"All features are good.
Just battery issue, its not long lasting..."
160,The phone got heated initially while setting up. But did not face any issues after that. Battery life is really poor. Could have been much better at this price range. Even after I optimized most of the things it lasts only for 10hrs with minimum usage while advertising for 24hrs....
161,"I use it as primary phone .
I dislike about it is refresh rate can be a bit higher.
Likes
Wonderfull phone for classic users not for gamers , betterly used and fast charging is quite good stand for 1 day complete in 1 cycle and i am loving the phone full value of price ??"
162,"I liked it ...
Display is good..
Smooth and fast..
Battery drains little fast but it is compensated by super fast charging...
Camera is decent..
Overall a nice phone."
163,"Premium Look and Feel but lag a bit on cost and performance.

Camera is good.
Battery is ok, can only go for 15 to 18 hrs. No Heat at all
Charges in minutes
sometimes lags on multiple apps.
bit heavy becomes more heavier when you use a silicon cover.
overall 3.5 star.

Not for heavy Gaming"
164,"Play Video
 nice product. battery is draining fast. overall good product if u get under 23k. oxygen os is user friendly, phn should have own music n vdo player."
165,"Little costly, can get better specification if go for other brand in this price
Camera is good, mobile is slim and like the mobile cover which cut to cut and very precise"
166,"Pros
Camera is just far better than any other phone at this price
Operating system is still smooth
Haptics are great
Dimensity 1300 is a beast
Overall its an all rounder phone
The stereo speakers are just awesome
Charging speed is lit

Cons
Phone heats after 2 hours of gaming...but its not a big deal"
167,Received the same product and happy with the purchase
168,The phone has made improvement in camera now pics are more vivid with better contrast.i felt clear difference between my old oneplus 7 and this one having majos difference in sound. For it played atmos audio and clearly nord 2 is the winner. Video is almost same could differenctiate. Great and powerful processor this time by mediatek
169,
170,"Battery Backup: 4/5 2 days with normal use
Processor Speed: 4/5 Very good. No hang as of now
Display: 3.5/5, but does not feel like an AMOLED display
Camera: 3.5/5 Good
Sound: 3.5/5
Overall: 4/5"
171,Charging is too fast. But I am little bit disappointed by camera and also look.
172,Best in this price
173,
174,The mobile doesn't have the audio output jack
175,"Best at this price range, camera is normal, battery is little bit draining fast, charging battery is fast."
176,Using the phone for first time after setting up noticed heating issues. After upgrade to latest patch the phone is working fine now and performance is smooth. Offers decent value for money.
177,Nice
178,As per my expectations it's very good phone as compare to this price values
179,Charge and discharge of battery is too fast
180,Mobile working in good condition
181,"Primary camera sensor is good but wide angle should be of 16mp atleast . Charger is really fast, does a job well.."
182,Finger print lock not like camera good
183,A semi flagship device with the this price tag is valued for money
184,"Play Video
 When a call cut but call not disconnected.they was i writting a review but all system work properly."
185,Smooth working with not as much battery drainage..quick charging...no heating till now..touch is super fine..worth buy
186,Nice product
187,Mera ye 7 va mobile hai.... Abhi tak sabhi delivery me koi problem nhi aaye or nhi mobile me.... ????
188,"Eveeything is Fine upto the Mark, except battery draning some how little bit fast."
189,Battery gets drained very soon both on wifi and mobile network usage.I am not even using games while writing this review...battery life would have been better.
190,Phone are good but from camera was so blurry and so many lacking and no good front camera and everything is good and brand value phone One Plus
191,
192,
193,"Writing this review after using this phone for a week. So far it feels great, value for money. My old phone was Android so migration was easy. Charging is so fast, in 15 mins it will get fully charged. Camera quality is awesome. User experience is good. Only thing is battery life. Now most of the smartphones come with 5000-6000 mah in this price but this comes with 4500 mah, need to see how is the battery durability on continues using it."
194,Good ??
195,"Decent performance.
Not for heavy user.
Decent camera performance.
Battery is drain little bit faster, but it healed by 80 watt supervooc adapter.
Rest other things work fine"
196,Overall features are excellent except heating problem
197,Phone is good... But worst delivery service by amazon... In this era amazon takes 7 days to deliver a Mobile phone.
198,Liked .
199,Good
200,Everything is good
201,Good product
202,
203,"After using this mobile approx 1 month, I am very much satisfied with this device. Battery capacity should be more in this price range. Till now I did not found any problem with it. No major heating issue found. Charging speed is fast. Overall I have very good experience with this device."
204,"Good display and performance, smooth. Just okay battery and pretty average camera."
205,There is heating problem in phone.
206,Value for money
207,"Pros :
- Great display. Smooth (a pleasant 90Hz refresh rate), colors pop out really well, and the HDR definitely adds the extra edge (pun intended).
- Premium in-hand feel. The phone feels great in the hand, and has the vibe of a higher end flagship device. well constructed body.
- The speakers are clear and well balanced considering phone speakers in general.
- The 80Watt VOOC charging is a blessing. The phone charges from zero to 100 in about 35-40 minutes.
- Overall, a great purchase in this budget, I believe the One Plus Nord 2T to be the best smartphone in this price range.

Cons :
- The battery drains out very quickly.
- The phone heats up a bit when using constantly for some time.
- The Camera is not really great as I expected it to be, the AI camera mode makes the images blurry and over processed, due to some noise reduction algorithm.
- The camera module in the back looks very pooly designed. The are three cameras, but the way it's designed it almost looks like there's 4 cameras. Also, the low res depth sensor feels particularly useless, instead of that, they could just have two camera, one ultra wide and one 35/50mm."
208,Back camra is awesome
209,Overall good
210,Mobile is nice but front camera is not clear and everything is nice battery is good
211,"Everything is nice and good. No issues.
But still Nord 2 is better then this... If you are planning to purchase Nord 2T i would say clearly.. Go for Nord 2."
212,CAMERA NOT UP TO MARK
213,Battery discharges quite fast.camera performs well.gaming smooth.nice display.charging super fast.
214,"Play Video
 Orderd very first day.... Good experience so far..
Pros:
screen is much soothing and features are exact as expected... Initially I was not satisfied with the cameras (But went deep dived into the features)... Now, my simple answer is ?????? and it will take hardly 35 mins to charge...

Cons:
Phone is bit heating
Camera design should be much more good (though it won't disappoint you!)

Verdict: people who are searching phone under 30k.. u can go ahead with this phone"
215,Battery capacity is very low. Stay only 15to20hr.... Camera is good but not up to the mark.... Very dissatisfied ??
216,"since day 1 facing heating issue every time in charging.
and in low light camra is struggling to take good photos ."
217,"Battery drain too fast
Other all ok"
218,"It's amazing phone according money.
I feel better experience with Nord 2T
Thanks OnePlus"
219,Battery backup is very low
220,No intrest for gam
221,Just ok
222,Phone garam hota hai
223,
224,"Great device if you're opting for OnePlus budget range smartphones, better than multiple phones in this price segment. This is my 15 days usage review."
225,"Go and buy without second thought.

better buy Oneplus branded phones instead of buying cheap phones like realme,IQOO,OPPO

Initally i was using realme phone and it has lot of bloatware and when we speak on phone call, ear gets heat and i am not noticed that in Oneplus.

Screen is excellent when you compare any amoled display in all other brands.

especailly UI Is excellent and no lag in that while accessing applications.

Sound is so great in earphone as well inbuilt speaker.

Phone is so premium and so light weight when you keep in hand and it so handy.

Charging to 100% is taking 25-30 mins.. i have not noticed any heat

especailly Oneplus sans font is really good and it is feel like IOS font.

Cons :

battery is slightly draining , that is ignorable since it has fast charging .

Final Verdict: Whoever need branded phone with all features go without second thought."
226,"Camera is amazing ,super
Performance is too excellent
Battery backup too good ??
Portrait mode too good
Pro mode night mode excellent"
227,Godd phone
228,Overall good phone but camera needs to be improve.
229,Mobile battery ?? life is awesome and charge 0 to 100 within 20min. And also one day life.
230,Like
231,"Loved the battery back up of OnePlus & the night camera it's just awesome ?? in both the indoor & outdoor conditions. Looks Premium Good Performance soo far, it's 90hz refresh rate but feels 120hz flowing touch , so far so good Loved Very much ????????"
232,"All functionalities are good except for battery it's draining fast not as expected other than that it's smooth, it does charge fast in max 20-25 mins, also it's not getting heated and camera is also good."
233,"The name OnePlus itself is enough to review..!!
Review after using for a week.

Pros:
Great camera: Tested in rainy and foggy atmosphere, night time and in bright sunlight too.
Amazing charging time : 0-100% in 30 Mins Sharp. (I experimented myself)
Attractive body and color: The Jade blue is amazing color.
Technical Specifications: All the specs are great in such price of 27500 INR"
234,There is heating problem with this Mobile and battery drains faster than my other Mobile which has the same 4500mAh Lithium-ion battery. It works no better than a 8gb ram gb mobile . Overall it is a disappointment .
235,I don't dislike but I disappointed a little after using this phone because this phone does not support external mic for which I bought this phone. For only this thing I would like to give only 3 star.
236,"1- Facing issues with Instagram also, unable to load it you have to close the app then open again.
2- Camera is so awesome and low light best camera
3-Battery and charging is so fast 30 min full charge."
237,
238,"Phone is good quality but after using 5 days i feel its lagging while watching cricket match in sony and its hanged once then i restarted mobile,rest overall good."
239,"If you're looking for a phone under 30k primarily for content consumption then one plus Nord 2t is definitely one of the best options in its segment.

DISPLAY - Absolutely in love with the smooth 90hz amoled display, colours are bright and vivid. The display coupled with its kick-ass set of speakers makes it a delight to watch high quality content on OTT platforms and YouTube.

BATTERY & CHARGING - Comes with a 80w fast charger that charges the battery to 100% in less than 30 minutes and lasts a full day even with heavy usage.

When in hurry, simply charge it for 10 minutes and you're good to go for the next 4-5 hours.

GAMING - I am not much of a gamer but from what i have seen, it handles gaming pretty well without any issues.

HEATING - I was quite sceptical before buying Nord 2T given the notorious performance of its predecessor in this particular department. But looks like they have improved as I have not faced any major heating issues till now despite long sessions of heavy usage.

CAMERA - The back camera is fantastic and performs pretty well in all kinds of lighting conditions. Pictures are well balanced with the right dose of saturation and contrast. Camera has night mode and ultra wide features as well.

Now coming to the front camera, its a HUGE LET DOWN. Perhaps the only thing in this phone that has disappointed me is Its front camera. I found the front camera performance to be very inconsistent and borderline terrible at times specially in indoor conditions. Don't buy this one if you take too many selfies.

USER INTERFACE - Clean and crisp, without any bloatwares.
We may not get ""the Classic Oxygen OS"" anymore but it's still oxygen OS and IMO it is far better than the UI experience provided by any of it's competitors.

BUILD & DESIGN - The Nord 2T looks classy and feels premium to the core. No arguments on this one.

Overall, i am completely happy and satisfied with this phone's performance till now and I find it to be value for money at 29k!!!

I believe every phone compromises somewhere or the other in this price range, just be sure about your requirements and make a decision accordingly."
240,"Very good display quality,and performance of this phone is mind-blowing but there is only one flash light second flash light is only for show-off"
241,"Battery life is awesome, fast charging also awesome... Design just lovely....I gone through reviews before purchasing this...& Was about to my finger crossed... I was thinking for return if found heat....but it's good while compare with Google pixel 6A....which I returned after fought with customer care....May be I got the good handset....And last ....Alert switch & volume botton placed in great place...Just found good...Thanks to OnePlus...Ok price can be little less..other than ok"
242,"The phone is a masterpiece!
Camera is just too good. Display is excellent.
Yes the battery isn't the best but the 80W charges it up in almost no time."
243,Product quality and build are good. Pictures and Videos by the camera are good. Fingerprint sensor and face unlock features are fast n quick. Battery performance is good and charging of battery is very quick n super fast.
244,The product is good. Camera quality is good. Battery lasts for long time. Phone build quality is good. Good phone in this budget. Camera is little too big.
245,"Delivery was on time, even the packaging was nicely done . The camera is a disappointment. It is so huge that it ruins the overall look of the phone.
Other than that its ok"
246,Purchased this for my brother. i was a oneplus 6T user earlier for a long time that was a amazing flagship device at that time & the same vibes i am getting again for this phone. Again it will be the flagship device of this budget range phone. Amazing phone everything is is just perfect. But camera I clicked some photos don’t know why I didn’t get that old 6T wala feeling. Although it has sony lens and all. Except that every thing is just perfect
247,Got my first one+ phone. Looks are outstanding. It's quite light. Camera is superb. Even night photos are good. Battery is quite decent. Either you will get a decent lightweight phone with slim looks or go for fat one with it you can make abs. Using since morning even after 12 hours. I still have 40% battery left. Also the charger is super charger 19 to 100% in just 15 min without heating.
248, Like
249,"I didn't like this phone... I were using OnePlus when OnePlus one launched then 5 and 7t and now this Nord 2t.

Camera is main issue. If you camera centric wants to get good and crisp images so mine advise to you DON'T BUY THIS PHONE.

Heating issue and battery backup is so poor in average use..

This is from mine side"
250,"Writing this review after using phone for 5 days.
Previously I was using OnePlus 6T (6GB, 128GB)
One plus 2T is a good choise in the mid-range under 30k range. The phone is working smoothly. I am not a gamer and don't play any games but I use multiple apps. I find the phone to be handling very smoothly. I heating issue is solved with the latest update.
Some pros and cons are as under ( comparing this phone with my previous phone OnePlus 6T)
Pros- Great build quality feels premium, Great speakers, 6+ hrs battery back up, OnePlus user experience, extended 1 yr warranty at only additional Rs 700, Quick charging, smooth experience.
Cons- Average Camera, Phone receiver speaker was initially not clear, however I have find it to improve.

If you are shifting from any flagship phone to this you will find the device to be very average however this is a best option to upgrade from budget smartphone/first smartphone.
Lastly it cannot be compared with nothing phone. It comes in very different price segment. Nothing phone with charger will cost you around 40k, so pointless to compare my view.
It's a very safe phone to purchase no compromise however no surprises also. Go for it. My rating 4.2/5."
251,"I am using this phone for past 2 weeks and Yes I can recommend this phone for those people who are looking for a decent phone with no garbage (bloat) and a beautiful experience in daily usage and yaa you can do casual gaming in this phone but obviously this is not a gaming phone So, just don't hope for that level of performance and atlast battery life is just average you will receive 1 day of backup with 60hz display and with 90 hz backup will reduce.

Display-. 4/5
Camera-. 4/5
Speaker-. 5/5
Processor-. 5/5
UI-. 5/5
Battery-. 3.5/5 (with 90hz)

Overall-. 4.5/5"
252,"Play Video
 Good"
253,The phone is excellent in all terms. But only one issue is that the battery goes down very soon. It will last only one day. But the charging speed compensates it. The phone is overall good
254,"Fingerprint is good, battery fast drain, camera quality very good, sometime my phone was little hang, i can't imagine this thing for one plus."
255,"If you're that guy who's confused between IQOO Neo 6 vs NOTE 2T vs Nothing Phone 1 vs Reno 8 then you should definitely go for this phone. Following conditions applied:
1. If you choose Quality with little here and there with Performance.
2. Not a serious gamer and need phone with optimal software and user experience.
3. Need a standard size phone viz is single handed and robust.
4. one who's lot more defined towards brand value.
This phone performs way better than all the reviewers told in their videos. Trust me guys I've seen no heating issues, no lag, 90Hz performs very well and no big deal of getting 120Hz. This panel works well.
Charging Experience is very good.
Phone feels sturdy and premium.
I was earlier going for Nothing and was confused between Nord 2t IQOO Neo 6 and this phone yet I chose this considering a balanced package at this price point.
One plus never let you down. It is just that technology is getting saturated and people are like checking the antutu scores just for the gaming but if you're a casual user and need optimal software experience with ZERO bloatware this this is the perfect choice in this segment. Go for it......No regrets at all and don't look at the negative comments in the reviews. Plus that alert slider is also a premium feature."
256,"Review writing after 15 days use. No need to think you can purchase. Simple super for heavy user also. Bcoz battery charge to fast with in 30 mins
Like -
Camera - 4.5/5
Sound - 4.5/5
Fingerprint reader - 4/5
Display - 4/5
Performance - 4/5
Battery - 3.9/5"
257,camera quality is nice very clear and beautiful images fingerprint reader is also nyc battery life is 2days and in just 30 to 40 mbl fully charged
258,Battery drain very fast is the problem but having fast charging 15min to 50% otherwise it's nice phone go for it ????
259,"Super phone,Good User experience ,but the battery drain faster than my 3 year old realme 3 pro ??"
260,"Pros
Wonderful back camera
Mediateck 1300 processor wow
Amoled display super
Good touch response

Cons
4500mah battery ??"
261,"Touch is awesome, smooth functioning camera is very good , battery backup is little bit less , but overall a good choice."
262,"Mobile is very smooth in moment, camera quality is very good, fast battery charging, thanks Amazon,"
263,Very good
264,"Overall a good phone...Not for hardcore gaming all day..well balanced,well equipped.Awsome and smooth experience with gaming.good camera as well..low light photography is worth the price."
265,LATER
266,Nice in-hand feel; Looks premium. Nice Camera. Smooth performance. Battery life is little less than expected. But overall balanced phone.
267,
